6.63473e-07,8.66981e-07,3.45192e-05,-4.1412e-06,-2.82445e-06,9.7054e-07,4.09277e-05
1.983e-06,2.59125e-06,0.000103172,-1.23773e-05,-8.44179e-06,2.90077e-06,0.000122326
3.95123e-06,5.1632e-06,0.000205575,-2.46624e-05,-1.68207e-05,5.77994e-06,0.00024374
6.56087e-06,8.57329e-06,0.00034135,-4.0951e-05,-2.79301e-05,9.59735e-06,0.000404721
9.80466e-06,1.28121e-05,0.000510118,-6.11978e-05,-4.17392e-05,1.43424e-05,0.000604821
1.36754e-05,1.78701e-05,0.000711507,-8.5358e-05,-5.82173e-05,2.00047e-05,0.000843597
1.81661e-05,2.37382e-05,0.000945146,-0.000113387,-7.73343e-05,2.65736e-05,0.00112061
2.32695e-05,3.0407e-05,0.00121067,-0.000145241,-9.90599e-05,3.4039e-05,0.00143543
2.89787e-05,3.78673e-05,0.00150771,-0.000180876,-0.000123364,4.23905e-05,0.00178761
3.52867e-05,4.61102e-05,0.0018359,-0.000220249,-0.000150218,5.16179e-05,0.00217673
4.21866e-05,5.51265e-05,0.00219489,-0.000263316,-0.000179591,6.17113e-05,0.00260236
4.96715e-05,6.49074e-05,0.00258432,-0.000310035,-0.000211455,7.26604e-05,0.00306409
5.77348e-05,7.54439e-05,0.00300383,-0.000360363,-0.000245781,8.44555e-05,0.00356149
6.63696e-05,8.67272e-05,0.00345308,-0.000414259,-0.00028254,9.70866e-05,0.00409414
7.55692e-05,9.87487e-05,0.00393172,-0.00047168,-0.000321704,0.000110544,0.00466164
8.5327e-05,0.0001115,0.00443941,-0.000532586,-0.000363243,0.000124818,0.00526357
9.56365e-05,0.000124971,0.00497579,-0.000596935,-0.000407132,0.000139899,0.00589954
0.000106491,0.000139155,0.00554053,-0.000664686,-0.000453341,0.000155777,0.00656913
0.000117884,0.000154043,0.0061333,-0.0007358,-0.000501843,0.000172443,0.00727194
0.00012981,0.000169627,0.00675377,-0.000810235,-0.00055261,0.000189888,0.00800759
0.000142261,0.000185897,0.00740159,-0.000887953,-0.000605617,0.000208102,0.00877568
0.000155232,0.000202847,0.00807644,-0.000968913,-0.000660835,0.000227076,0.00957581
0.000168716,0.000220467,0.00877799,-0.00105308,-0.000718238,0.000246801,0.0104076
0.000182708,0.00023875,0.00950593,-0.00114041,-0.0007778,0.000267268,0.0112707
0.0001972,0.000257687,0.0102599,-0.00123086,-0.000839494,0.000288467,0.0121647
0.000212187,0.000277271,0.0110397,-0.00132441,-0.000903294,0.00031039,0.0130892
0.000227662,0.000297494,0.0118448,-0.001421,-0.000969175,0.000333029,0.0140438
0.000243621,0.000318347,0.0126751,-0.00152061,-0.00103711,0.000356373,0.0150282
0.000260056,0.000339823,0.0135302,-0.00162319,-0.00110708,0.000380414,0.0160421
0.000276962,0.000361915,0.0144098,-0.00172871,-0.00117905,0.000405145,0.017085
0.000294333,0.000384614,0.0153136,-0.00183714,-0.001253,0.000430555,0.0181565
0.000312163,0.000407913,0.0162412,-0.00194843,-0.0013289,0.000456637,0.0192564
0.000330446,0.000431804,0.0171925,-0.00206255,-0.00140673,0.000483382,0.0203842
0.000349177,0.000456281,0.018167,-0.00217946,-0.00148647,0.000510782,0.0215397
0.00036835,0.000481335,0.0191646,-0.00229913,-0.00156809,0.000538829,0.0227224
0.000387959,0.000506959,0.0201848,-0.00242153,-0.00165157,0.000567514,0.0239321
0.000407999,0.000533145,0.0212274,-0.00254661,-0.00173688,0.000596828,0.0251683
0.000428464,0.000559888,0.0222922,-0.00267435,-0.001824,0.000626765,0.0264307
0.000449349,0.000587179,0.0233788,-0.0028047,-0.00191291,0.000657316,0.027719
0.000470648,0.000615011,0.0244869,-0.00293765,-0.00200358,0.000688473,0.0290329
0.000492356,0.000643378,0.0256164,-0.00307314,-0.002096,0.000720227,0.030372
0.000514468,0.000672271,0.0267668,-0.00321115,-0.00219013,0.000752572,0.031736
0.000536977,0.000701685,0.0279379,-0.00335165,-0.00228595,0.0007855,0.0331245
0.00055988,0.000731613,0.0291295,-0.0034946,-0.00238345,0.000819002,0.0345373
0.00058317,0.000762047,0.0303412,-0.00363997,-0.0024826,0.000853071,0.035974
0.000606842,0.00079298,0.0315729,-0.00378773,-0.00258337,0.0008877,0.0374343
0.000630892,0.000824407,0.0328241,-0.00393784,-0.00268576,0.000922881,0.0389179
0.000655315,0.00085632,0.0340948,-0.00409028,-0.00278972,0.000958606,0.0404244
0.000680104,0.000888713,0.0353845,-0.00424501,-0.00289525,0.000994868,0.0419536
0.000705255,0.00092158,0.0366931,-0.004402,-0.00300232,0.00103166,0.0435051
0.000730764,0.000954913,0.0380203,-0.00456121,-0.00311092,0.00106897,0.0450787
0.000756625,0.000988706,0.0393658,-0.00472263,-0.00322101,0.0011068,0.046674
0.000782833,0.00102295,0.0407294,-0.00488621,-0.00333258,0.00114514,0.0482907
0.000809384,0.00105765,0.0421107,-0.00505194,-0.00344561,0.00118398,0.0499285
0.000836273,0.00109278,0.0435097,-0.00521977,-0.00356007,0.00122331,0.0515872
0.000863494,0.00112836,0.044926,-0.00538968,-0.00367596,0.00126314,0.0532664
0.000891044,0.00116436,0.0463594,-0.00556163,-0.00379324,0.00130344,0.0549659
0.000918917,0.00120078,0.0478095,-0.00573561,-0.0039119,0.00134421,0.0566853
0.00094711,0.00123762,0.0492763,-0.00591158,-0.00403191,0.00138545,0.0584244
0.000975616,0.00127487,0.0507595,-0.00608951,-0.00415327,0.00142715,0.0601829
0.00100443,0.00131252,0.0522587,-0.00626937,-0.00427594,0.0014693,0.0619605
0.00103355,0.00135058,0.0537738,-0.00645113,-0.00439991,0.0015119,0.0637569
0.00106298,0.00138902,0.0553046,-0.00663478,-0.00452516,0.00155494,0.0655718
0.00109269,0.00142786,0.0568508,-0.00682027,-0.00465168,0.00159841,0.0674051
0.0011227,0.00146707,0.0584122,-0.00700758,-0.00477943,0.00164231,0.0692563
0.001153,0.00150666,0.0599885,-0.00719669,-0.00490841,0.00168663,0.0711253
0.00118358,0.00154662,0.0615795,-0.00738757,-0.0050386,0.00173136,0.0730117
0.00121444,0.00158695,0.0631851,-0.00758018,-0.00516997,0.00177651,0.0749153
0.00124558,0.00162763,0.0648049,-0.00777451,-0.00530251,0.00182205,0.0768359
0.00127698,0.00166867,0.0664388,-0.00797053,-0.0054362,0.00186799,0.0787731
0.00130865,0.00171005,0.0680866,-0.0081682,-0.00557102,0.00191432,0.0807268
0.00134058,0.00175178,0.069748,-0.00836752,-0.00570696,0.00196103,0.0826966
0.00137277,0.00179385,0.0714228,-0.00856844,-0.00584399,0.00200812,0.0846823
0.00140522,0.00183624,0.0731108,-0.00877094,-0.00598211,0.00205558,0.0866836
