-0.0230514,0.109878,-0.599321,-2.04967,0.0717003,2.16628,0.158027,
-0.0230513,0.109878,-0.599321,-2.04967,0.0717002,2.16628,0.158027,
-0.0230513,0.109879,-0.599321,-2.04967,0.0717002,2.16628,0.158027,
-0.0230512,0.109879,-0.599321,-2.04967,0.0717001,2.16628,0.158027,
-0.0230511,0.109879,-0.599321,-2.04967,0.0717,2.16628,0.158028,
-0.0230509,0.10988,-0.599321,-2.04967,0.0716999,2.16628,0.158028,
-0.0230508,0.109881,-0.599321,-2.04967,0.0716998,2.16628,0.158028,
-0.0230506,0.109881,-0.599321,-2.04967,0.0716996,2.16628,0.158028,
-0.0230504,0.109882,-0.599321,-2.04967,0.0716995,2.16628,0.158029,
-0.0230502,0.109883,-0.599321,-2.04967,0.0716993,2.16628,0.158029,
-0.0230499,0.109884,-0.59932,-2.04967,0.0716991,2.16628,0.15803,
-0.0230497,0.109885,-0.59932,-2.04967,0.0716989,2.16628,0.15803,
-0.0230494,0.109887,-0.59932,-2.04967,0.0716986,2.16628,0.158031,
-0.0230491,0.109888,-0.59932,-2.04967,0.0716984,2.16628,0.158032,
-0.0230488,0.10989,-0.59932,-2.04967,0.0716981,2.16628,0.158032,
-0.0230485,0.109891,-0.59932,-2.04967,0.0716978,2.16628,0.158033,
-0.0230481,0.109893,-0.599319,-2.04967,0.0716975,2.16628,0.158034,
-0.0230477,0.109894,-0.599319,-2.04967,0.0716972,2.16628,0.158035,
-0.0230474,0.109896,-0.599319,-2.04967,0.0716969,2.16628,0.158036,
-0.023047,0.109898,-0.599319,-2.04967,0.0716966,2.16628,0.158036,
-0.0230465,0.1099,-0.599318,-2.04967,0.0716962,2.16628,0.158037,
-0.0230461,0.109902,-0.599318,-2.04968,0.0716959,2.16628,0.158039,
-0.0230457,0.109905,-0.599317,-2.04968,0.0716955,2.16628,0.15804,
-0.0230452,0.109907,-0.599317,-2.04968,0.0716951,2.16628,0.158041,
-0.0230447,0.10991,-0.599317,-2.04968,0.0716947,2.16628,0.158042,
-0.0230443,0.109912,-0.599316,-2.04968,0.0716943,2.16628,0.158043,
-0.0230438,0.109915,-0.599316,-2.04968,0.0716939,2.16627,0.158045,
-0.0230433,0.109917,-0.599315,-2.04968,0.0716935,2.16627,0.158046,
-0.0230428,0.10992,-0.599314,-2.04968,0.071693,2.16627,0.158048,
-0.0230422,0.109923,-0.599314,-2.04968,0.0716926,2.16627,0.158049,
-0.0230417,0.109926,-0.599313,-2.04968,0.0716921,2.16627,0.158051,
-0.0230412,0.109929,-0.599313,-2.04968,0.0716917,2.16627,0.158052,
-0.0230406,0.109933,-0.599312,-2.04968,0.0716912,2.16627,0.158054,
-0.02304,0.109936,-0.599311,-2.04968,0.0716907,2.16627,0.158055,
-0.0230395,0.109939,-0.59931,-2.04968,0.0716903,2.16627,0.158057,
-0.0230389,0.109943,-0.59931,-2.04968,0.0716898,2.16627,0.158059,
-0.0230383,0.109947,-0.599309,-2.04968,0.0716893,2.16627,0.158061,
-0.0230378,0.10995,-0.599308,-2.04968,0.0716888,2.16627,0.158062,
-0.0230372,0.109954,-0.599307,-2.04968,0.0716883,2.16627,0.158064,
-0.0230366,0.109958,-0.599306,-2.04968,0.0716878,2.16627,0.158066,
-0.023036,0.109962,-0.599305,-2.04968,0.0716873,2.16627,0.158068,
-0.0230354,0.109966,-0.599304,-2.04968,0.0716868,2.16627,0.15807,
-0.0230349,0.109971,-0.599303,-2.04968,0.0716862,2.16627,0.158072,
-0.0230343,0.109975,-0.599302,-2.04968,0.0716857,2.16627,0.158074,
-0.0230337,0.109979,-0.599301,-2.04969,0.0716852,2.16627,0.158076,
-0.0230331,0.109984,-0.5993,-2.04969,0.0716847,2.16626,0.158078,
-0.0230325,0.109989,-0.599299,-2.04969,0.0716842,2.16626,0.15808,
-0.0230319,0.109993,-0.599298,-2.04969,0.0716837,2.16626,0.158082,
-0.0230314,0.109998,-0.599296,-2.04969,0.0716831,2.16626,0.158084,
-0.0230308,0.110003,-0.599295,-2.04969,0.0716826,2.16626,0.158086,
-0.0230302,0.110008,-0.599294,-2.04969,0.0716821,2.16626,0.158088,
-0.0230297,0.110013,-0.599293,-2.04969,0.0716816,2.16626,0.15809,
-0.0230291,0.110018,-0.599291,-2.04969,0.0716811,2.16626,0.158093,
-0.0230285,0.110023,-0.59929,-2.04969,0.0716805,2.16626,0.158095,
-0.023028,0.110028,-0.599288,-2.04969,0.07168,2.16626,0.158097,
-0.0230274,0.110034,-0.599287,-2.04969,0.0716795,2.16626,0.158099,
-0.0230269,0.110039,-0.599286,-2.04969,0.071679,2.16626,0.158101,
-0.0230264,0.110045,-0.599284,-2.04969,0.0716785,2.16625,0.158103,
-0.0230259,0.11005,-0.599283,-2.04969,0.0716779,2.16625,0.158105,
-0.0230253,0.110056,-0.599281,-2.04969,0.0716774,2.16625,0.158107,
-0.0230248,0.110062,-0.599279,-2.04969,0.0716769,2.16625,0.158109,
-0.0230243,0.110067,-0.599278,-2.04969,0.0716764,2.16625,0.158111,
-0.0230238,0.110073,-0.599276,-2.04969,0.0716759,2.16625,0.158113,
-0.0230233,0.110079,-0.599275,-2.04969,0.0716754,2.16625,0.158115,
-0.0230229,0.110085,-0.599273,-2.04969,0.0716749,2.16625,0.158117,
-0.0230224,0.110091,-0.599271,-2.04969,0.0716744,2.16625,0.158119,
-0.0230219,0.110097,-0.599269,-2.04969,0.0716739,2.16624,0.158121,
-0.0230215,0.110103,-0.599268,-2.04969,0.0716734,2.16624,0.158123,
-0.0230211,0.110109,-0.599266,-2.04969,0.0716729,2.16624,0.158125,
-0.0230206,0.110116,-0.599264,-2.04969,0.0716724,2.16624,0.158127,
-0.0230202,0.110122,-0.599262,-2.04969,0.0716719,2.16624,0.158129,
-0.0230198,0.110128,-0.59926,-2.04969,0.0716714,2.16624,0.158131,
-0.0230194,0.110134,-0.599259,-2.04969,0.0716709,2.16624,0.158132,
-0.023019,0.110141,-0.599257,-2.04969,0.0716705,2.16624,0.158134,
-0.0230186,0.110147,-0.599255,-2.04969,0.07167,2.16623,0.158136,
