-2.66726e-07,2.01087e-06,6.14078e-07,5.31431e-08,-3.46314e-07,3.05717e-07,-8.61944e-07,
-5.24206e-07,4.02057e-06,1.22401e-06,1.26177e-07,-6.92353e-07,6.01615e-07,-1.73258e-06,
-7.72395e-07,6.02907e-06,1.82973e-06,2.19172e-07,-1.03811e-06,8.87827e-07,-2.61204e-06,
-1.01125e-06,8.03634e-06,2.43116e-06,3.32192e-07,-1.38358e-06,1.1645e-06,-3.50045e-06,
-1.24073e-06,1.00423e-05,3.02824e-06,4.65299e-07,-1.72877e-06,1.43177e-06,-4.39796e-06,
-1.4608e-06,1.20471e-05,3.62088e-06,6.18546e-07,-2.07366e-06,1.68981e-06,-5.30469e-06,
-1.67141e-06,1.40504e-05,4.20901e-06,7.91986e-07,-2.41825e-06,1.93878e-06,-6.22078e-06,
-1.87254e-06,1.60524e-05,4.79254e-06,9.85665e-07,-2.76254e-06,2.17885e-06,-7.14638e-06,
-2.06414e-06,1.80529e-05,5.37141e-06,1.19962e-06,-3.10652e-06,2.41021e-06,-8.0816e-06,
-2.24618e-06,2.0052e-05,5.94552e-06,1.43389e-06,-3.45019e-06,2.63305e-06,-9.02661e-06,
-2.41864e-06,2.20495e-05,6.51479e-06,1.68851e-06,-3.79355e-06,2.84757e-06,-9.98152e-06,
-2.58149e-06,2.40454e-05,7.07913e-06,1.96349e-06,-4.13658e-06,3.05397e-06,-1.09465e-05,
-2.73469e-06,2.60397e-05,7.63845e-06,2.25886e-06,-4.47928e-06,3.25249e-06,-1.19216e-05,
-2.87822e-06,2.80322e-05,8.19265e-06,2.57462e-06,-4.82165e-06,3.44333e-06,-1.29071e-05,
-3.01207e-06,3.00229e-05,8.74164e-06,2.91078e-06,-5.16368e-06,3.62675e-06,-1.3903e-05,
-3.13621e-06,3.20117e-05,9.28532e-06,3.26735e-06,-5.50537e-06,3.80299e-06,-1.49095e-05,
-3.25063e-06,3.39985e-05,9.8236e-06,3.6443e-06,-5.84671e-06,3.97229e-06,-1.59268e-05,
-3.35532e-06,3.59832e-05,1.03564e-05,4.04162e-06,-6.1877e-06,4.13493e-06,-1.69549e-05,
-3.45025e-06,3.79658e-05,1.08835e-05,4.4593e-06,-6.52832e-06,4.29118e-06,-1.79939e-05,
-3.53543e-06,3.99461e-05,1.14049e-05,4.8973e-06,-6.86858e-06,4.44132e-06,-1.90442e-05,
-3.61084e-06,4.19241e-05,1.19205e-05,5.35557e-06,-7.20847e-06,4.58564e-06,-2.01056e-05,
-3.67648e-06,4.38995e-05,1.24302e-05,5.83409e-06,-7.54798e-06,4.72445e-06,-2.11785e-05,
-3.73236e-06,4.58724e-05,1.29337e-05,6.33278e-06,-7.8871e-06,4.85805e-06,-2.22628e-05,
-3.77848e-06,4.78425e-05,1.34311e-05,6.85159e-06,-8.22583e-06,4.98676e-06,-2.33588e-05,
-3.81484e-06,4.98098e-05,1.39222e-05,7.39045e-06,-8.56417e-06,5.11092e-06,-2.44665e-05,
-3.84145e-06,5.17741e-05,1.44069e-05,7.94927e-06,-8.90211e-06,5.23085e-06,-2.55861e-05,
-3.85832e-06,5.37352e-05,1.48851e-05,8.52797e-06,-9.23963e-06,5.34691e-06,-2.67177e-05,
-3.86547e-06,5.5693e-05,1.53565e-05,9.12645e-06,-9.57674e-06,5.45944e-06,-2.78613e-05,
-3.86292e-06,5.76473e-05,1.58212e-05,9.7446e-06,-9.91342e-06,5.56882e-06,-2.90171e-05,
-3.85069e-06,5.9598e-05,1.62789e-05,1.03823e-05,-1.02497e-05,5.67541e-06,-3.01852e-05,
-3.82881e-06,6.15449e-05,1.67296e-05,1.10395e-05,-1.05855e-05,5.77959e-06,-3.13657e-05,
-3.79731e-06,6.34878e-05,1.71731e-05,1.17159e-05,-1.09209e-05,5.88174e-06,-3.25586e-05,
-3.75621e-06,6.54265e-05,1.76092e-05,1.24115e-05,-1.12558e-05,5.98227e-06,-3.37641e-05,
-3.70556e-06,6.73609e-05,1.80379e-05,1.3126e-05,-1.15902e-05,6.08157e-06,-3.49823e-05,
-3.64539e-06,6.92906e-05,1.84589e-05,1.38595e-05,-1.19242e-05,6.18005e-06,-3.62131e-05,
-3.57576e-06,7.12155e-05,1.88722e-05,1.46115e-05,-1.22577e-05,6.27812e-06,-3.74568e-05,
-3.4967e-06,7.31353e-05,1.92776e-05,1.5382e-05,-1.25907e-05,6.37621e-06,-3.87132e-05,
-3.40827e-06,7.50499e-05,1.96749e-05,1.61708e-05,-1.29233e-05,6.47473e-06,-3.99825e-05,
-3.31052e-06,7.69589e-05,2.0064e-05,1.69777e-05,-1.32553e-05,6.57413e-06,-4.12648e-05,
-3.20352e-06,7.88622e-05,2.04448e-05,1.78024e-05,-1.35868e-05,6.67483e-06,-4.256e-05,
-3.08732e-06,8.07594e-05,2.08171e-05,1.86447e-05,-1.39178e-05,6.77728e-06,-4.38682e-05,
-2.96199e-06,8.26503e-05,2.11808e-05,1.95044e-05,-1.42483e-05,6.88192e-06,-4.51894e-05,
-2.8276e-06,8.45346e-05,2.15356e-05,2.03812e-05,-1.45782e-05,6.98919e-06,-4.65236e-05,
-2.68423e-06,8.6412e-05,2.18815e-05,2.12749e-05,-1.49075e-05,7.09954e-06,-4.78708e-05,
-2.53194e-06,8.82821e-05,2.22184e-05,2.21852e-05,-1.52363e-05,7.21343e-06,-4.9231e-05,
-2.37084e-06,9.01448e-05,2.25459e-05,2.31118e-05,-1.55645e-05,7.33131e-06,-5.06042e-05,
-2.20099e-06,9.19997e-05,2.28641e-05,2.40544e-05,-1.58922e-05,7.45363e-06,-5.19903e-05,
-2.02248e-06,9.38464e-05,2.31727e-05,2.50127e-05,-1.62192e-05,7.58084e-06,-5.33893e-05,
-1.83542e-06,9.56845e-05,2.34717e-05,2.59865e-05,-1.65456e-05,7.7134e-06,-5.48011e-05,
-1.63989e-06,9.75139e-05,2.37608e-05,2.69753e-05,-1.68714e-05,7.85175e-06,-5.62257e-05,
-1.436e-06,9.9334e-05,2.40399e-05,2.79789e-05,-1.71965e-05,7.99634e-06,-5.76629e-05,
-1.22384e-06,0.000101145,2.43088e-05,2.89968e-05,-1.7521e-05,8.14763e-06,-5.91127e-05,
-1.00353e-06,0.000102945,2.45675e-05,3.00288e-05,-1.78449e-05,8.30605e-06,-6.0575e-05,
-7.75166e-07,0.000104735,2.48157e-05,3.10745e-05,-1.8168e-05,8.47204e-06,-6.20496e-05,
-5.38872e-07,0.000106515,2.50533e-05,3.21334e-05,-1.84904e-05,8.64603e-06,-6.35364e-05,
-2.94759e-07,0.000108283,2.52803e-05,3.32053e-05,-1.88121e-05,8.82844e-06,-6.50352e-05,
-4.29484e-08,0.00011004,2.54964e-05,3.42897e-05,-1.91331e-05,9.01971e-06,-6.65458e-05,
2.16439e-07,0.000111784,2.57015e-05,3.53862e-05,-1.94533e-05,9.22023e-06,-6.80682e-05,
4.83277e-07,0.000113517,2.58954e-05,3.64943e-05,-1.97727e-05,9.43041e-06,-6.9602e-05,
7.57439e-07,0.000115236,2.60782e-05,3.76138e-05,-2.00914e-05,9.65065e-06,-7.11471e-05,
1.03879e-06,0.000116942,2.62496e-05,3.8744e-05,-2.04092e-05,9.88133e-06,-7.27031e-05,
1.3272e-06,0.000118634,2.64095e-05,3.98847e-05,-2.07262e-05,1.01228e-05,-7.42699e-05,
1.62254e-06,0.000120312,2.65578e-05,4.10352e-05,-2.10423e-05,1.03755e-05,-7.58472e-05,
1.92466e-06,0.000121975,2.66944e-05,4.21953e-05,-2.13575e-05,1.06396e-05,-7.74347e-05,
2.23342e-06,0.000123623,2.68193e-05,4.33643e-05,-2.16719e-05,1.09157e-05,-7.90321e-05,
2.54869e-06,0.000125255,2.69322e-05,4.45419e-05,-2.19853e-05,1.12038e-05,-8.0639e-05,
2.8703e-06,0.000126871,2.70331e-05,4.57274e-05,-2.22977e-05,1.15045e-05,-8.22552e-05,
3.19813e-06,0.000128471,2.7122e-05,4.69206e-05,-2.26091e-05,1.18179e-05,-8.38802e-05,
3.53202e-06,0.000130053,2.71987e-05,4.81208e-05,-2.29195e-05,1.21444e-05,-8.55137e-05,
3.87182e-06,0.000131617,2.72632e-05,4.93275e-05,-2.32288e-05,1.24841e-05,-8.71553e-05,
4.21737e-06,0.000133163,2.73154e-05,5.05403e-05,-2.35371e-05,1.28373e-05,-8.88045e-05,
4.56853e-06,0.00013469,2.73552e-05,5.17585e-05,-2.38442e-05,1.32043e-05,-9.0461e-05,
4.92513e-06,0.000136198,2.73827e-05,5.29818e-05,-2.41502e-05,1.35852e-05,-9.21243e-05,
5.28703e-06,0.000137685,2.73978e-05,5.42095e-05,-2.4455e-05,1.39802e-05,-9.37938e-05,
5.65407e-06,0.000139153,2.74004e-05,5.54412e-05,-2.47586e-05,1.43895e-05,-9.54693e-05,
6.02608e-06,0.000140599,2.73905e-05,5.66762e-05,-2.50609e-05,1.48131e-05,-9.715e-05,
6.40291e-06,0.000142024,2.73681e-05,5.79141e-05,-2.53619e-05,1.52512e-05,-9.88355e-05,
6.7844e-06,0.000143427,2.73333e-05,5.91543e-05,-2.56616e-05,1.57039e-05,-0.000100525,
7.17039e-06,0.000144807,2.7286e-05,6.03962e-05,-2.59598e-05,1.61713e-05,-0.000102219,
7.56072e-06,0.000146164,2.72262e-05,6.16393e-05,-2.62567e-05,1.66533e-05,-0.000103915,
7.95522e-06,0.000147498,2.7154e-05,6.28831e-05,-2.6552e-05,1.71501e-05,-0.000105614,
8.35374e-06,0.000148807,2.70694e-05,6.4127e-05,-2.68459e-05,1.76615e-05,-0.000107316,
8.75612e-06,0.000150091,2.69725e-05,6.53704e-05,-2.71382e-05,1.81875e-05,-0.000109018,
9.16218e-06,0.00015135,2.68634e-05,6.66127e-05,-2.74288e-05,1.87282e-05,-0.000110721,
9.57178e-06,0.000152583,2.6742e-05,6.78535e-05,-2.77178e-05,1.92833e-05,-0.000112424,
9.98475e-06,0.000153789,2.66085e-05,6.90921e-05,-2.80051e-05,1.98529e-05,-0.000114126,
1.04009e-05,0.000154968,2.6463e-05,7.0328e-05,-2.82906e-05,2.04367e-05,-0.000115827,
1.08201e-05,0.00015612,2.63056e-05,7.15606e-05,-2.85742e-05,2.10346e-05,-0.000117526,
1.12423e-05,0.000157244,2.61365e-05,7.27894e-05,-2.8856e-05,2.16464e-05,-0.000119223,
1.16671e-05,0.000158339,2.59557e-05,7.40138e-05,-2.91358e-05,2.22718e-05,-0.000120916,
1.20945e-05,0.000159405,2.57634e-05,7.52333e-05,-2.94136e-05,2.29107e-05,-0.000122604,
1.25243e-05,0.000160441,2.55598e-05,7.64472e-05,-2.96894e-05,2.35628e-05,-0.000124288,
1.29564e-05,0.000161448,2.5345e-05,7.76551e-05,-2.9963e-05,2.42278e-05,-0.000125966,
1.33905e-05,0.000162423,2.51193e-05,7.88564e-05,-3.02344e-05,2.49053e-05,-0.000127638,
1.38266e-05,0.000163367,2.48828e-05,8.00505e-05,-3.05036e-05,2.5595e-05,-0.000129303,
1.42644e-05,0.00016428,2.46357e-05,8.12369e-05,-3.07704e-05,2.62966e-05,-0.000130959,
1.47039e-05,0.00016516,2.43783e-05,8.2415e-05,-3.10349e-05,2.70097e-05,-0.000132607,
1.51448e-05,0.000166008,2.41108e-05,8.35844e-05,-3.12969e-05,2.77337e-05,-0.000134246,
1.55871e-05,0.000166823,2.38334e-05,8.47445e-05,-3.15564e-05,2.84684e-05,-0.000135874,
1.60305e-05,0.000167605,2.35465e-05,8.58948e-05,-3.18133e-05,2.92132e-05,-0.000137491,
1.64749e-05,0.000168352,2.32502e-05,8.70346e-05,-3.20675e-05,2.99676e-05,-0.000139096,
1.69202e-05,0.000169065,2.29449e-05,8.81637e-05,-3.2319e-05,3.07312e-05,-0.000140688,
1.73661e-05,0.000169743,2.26309e-05,8.92813e-05,-3.25677e-05,3.15033e-05,-0.000142268,
1.78126e-05,0.000170386,2.23085e-05,9.03871e-05,-3.28135e-05,3.22835e-05,-0.000143832,
1.82595e-05,0.000170994,2.19779e-05,9.14805e-05,-3.30564e-05,3.30712e-05,-0.000145382,
1.87066e-05,0.000171565,2.16396e-05,9.25611e-05,-3.32962e-05,3.38658e-05,-0.000146916,
1.91539e-05,0.000172101,2.12938e-05,9.36283e-05,-3.35329e-05,3.46666e-05,-0.000148434,
1.96011e-05,0.000172599,2.0941e-05,9.46817e-05,-3.37665e-05,3.54731e-05,-0.000149934,
2.0048e-05,0.000173061,2.05815e-05,9.57208e-05,-3.39967e-05,3.62846e-05,-0.000151416,
2.04947e-05,0.000173486,2.02156e-05,9.67452e-05,-3.42237e-05,3.71005e-05,-0.000152879,
2.09408e-05,0.000173873,1.98438e-05,9.77545e-05,-3.44473e-05,3.792e-05,-0.000154323,
2.13863e-05,0.000174222,1.94665e-05,9.87481e-05,-3.46673e-05,3.87425e-05,-0.000155746,
2.1831e-05,0.000174533,1.90839e-05,9.97257e-05,-3.48838e-05,3.95672e-05,-0.000157148,
2.22748e-05,0.000174806,1.86967e-05,0.000100687,-3.50967e-05,4.03936e-05,-0.000158528,
2.27175e-05,0.00017504,1.83051e-05,0.000101631,-3.53059e-05,4.12208e-05,-0.000159886,
2.3159e-05,0.000175236,1.79096e-05,0.000102558,-3.55113e-05,4.2048e-05,-0.00016122,
2.35991e-05,0.000175393,1.75107e-05,0.000103467,-3.57128e-05,4.28747e-05,-0.000162531,
2.40376e-05,0.000175511,1.71087e-05,0.000104359,-3.59104e-05,4.36999e-05,-0.000163817,
2.44745e-05,0.000175589,1.67042e-05,0.000105232,-3.6104e-05,4.4523e-05,-0.000165078,
